date,Open,High,Low,close_price,Volume,MA7,MA20,MA50,MA100,RowNumber,trend,signal_for_swing,signal_for_investing
2023-04-25,274.950012,274.950012,269.100006,270.05,19815,265.18,276.85,NULL,NULL,24,NA,Hold,NA
2023-04-26,267.049988,273,267.049988,272.15,52105,266.67,275.73,NULL,NULL,25,NA,Hold,NA
2023-04-27,273,289.75,272.049988,281.95,396186,269.74,275.27,NULL,NULL,26,NA,Hold,NA
2023-04-28,285.100006,287.5,273.75,281.70,117030,272.83,274.87,NULL,NULL,27,NA,Hold,NA
2023-05-02,281.100006,286.100006,281,285.30,569654,275.71,275.14,NULL,NULL,28,NA,"Short term Buy",NA
2023-05-03,287.950012,292,272.350006,289.30,93931,278.75,275.63,NULL,NULL,29,NA,Hold,NA
2023-05-04,289.049988,294.899994,288.049988,292.05,59215,281.79,275.76,NULL,NULL,30,NA,Hold,NA
2023-05-05,289.75,293.450012,289.399994,290.95,22782,284.77,275.85,NULL,NULL,31,NA,Hold,NA
2023-05-08,290.700012,293,283.850006,289.00,33417,287.18,275.92,NULL,NULL,32,NA,Hold,NA
2023-05-09,288.149994,293.5,287.950012,291.55,49078,288.55,276.09,NULL,NULL,33,NA,Hold,NA
2023-05-10,290.049988,294.549988,290.049988,292.75,24910,290.13,276.53,NULL,NULL,34,NA,Hold,NA
2023-05-11,292.75,301.950012,292.5,295.75,107115,291.62,277.48,NULL,NULL,35,NA,Hold,NA
2023-05-12,297.25,299.350006,273.549988,277.05,81227,289.87,278.08,NULL,NULL,36,NA,Hold,NA
2023-05-15,275.600006,282.450012,270.549988,280.35,50179,288.20,278.80,NULL,NULL,37,NA,Hold,NA
2023-05-16,278,282.549988,278,280.15,25853,286.66,279.73,NULL,NULL,38,NA,Hold,NA
2023-05-17,278,281.799988,276.850006,280.35,28634,285.42,280.72,NULL,NULL,39,NA,Hold,NA
2023-05-18,NULL,NULL,NULL,NULL,NULL,284.40,281.81,NULL,NULL,40,NA,Hold,NA
2023-05-19,296,297.950012,279,285.15,179704,283.13,282.86,NULL,NULL,41,NA,Hold,NA
2023-05-22,285.049988,287.950012,281.850006,285.65,33770,281.45,283.79,NULL,NULL,42,NA,Hold,NA
2023-05-23,285,301.399994,285,295.50,156267,284.52,285.09,NULL,NULL,43,NA,Hold,NA
2023-05-24,298.350006,298.350006,290.600006,292.00,72401,286.47,286.24,NULL,NULL,44,NA,"Short term Buy",NA
2023-05-25,294,294,285.200012,288.80,39193,287.91,287.12,NULL,NULL,45,NA,Hold,NA
2023-05-26,289.049988,293.799988,286.549988,290.25,30956,289.56,287.56,NULL,NULL,46,NA,Hold,NA
2023-05-29,NULL,NULL,NULL,NULL,NULL,289.56,287.88,NULL,NULL,47,NA,Hold,NA
2023-05-30,288.200012,291.75,281.25,282.75,21443,289.16,287.74,NULL,NULL,48,NA,Hold,NA
2023-05-31,282,301,276.5,296.55,56596,290.97,288.14,282.95,NULL,49,NA,Hold,NA
2023-06-01,295.049988,298.75,290,292.30,51038,290.44,288.16,283.15,NULL,50,"Uptrend for short term",Hold,Hold
2023-06-02,293,295.149994,289.149994,290.05,20615,290.12,288.11,283.09,NULL,51,"Uptrend for short term",Hold,Hold
2023-06-05,290.049988,295.299988,283.5,284.45,23070,289.39,287.86,283.04,NULL,52,"Uptrend for short term",Hold,Hold
2023-06-06,284.649994,302,284.049988,300.55,124739,291.11,288.36,283.24,NULL,53,"Uptrend for short term",Hold,Hold
2023-06-07,301,309.700012,297.399994,308.60,115843,293.61,289.24,283.54,NULL,54,"Uptrend for short term",Hold,Hold
2023-06-08,309,318,306.299988,315.35,99517,298.26,290.32,283.97,NULL,55,"Uptrend for short term",Hold,Hold
2023-06-09,315.25,316,310,313.80,73582,300.73,292.37,284.44,NULL,56,"Uptrend for short term",Hold,Hold
2023-06-12,313.799988,319.75,312,317.95,30625,304.39,294.46,285.03,NULL,57,"Uptrend for short term",Hold,Hold
2023-06-13,319,331.700012,312.799988,328.30,79609,309.86,297.13,286.04,NULL,58,"Uptrend for short term",Hold,Hold
2023-06-14,324.100006,335.049988,321.100006,331.50,90643,316.58,299.97,287.13,NULL,59,"Uptrend for short term",Hold,Hold
2023-06-15,330,336.799988,325.5,332.45,49991,321.14,301.68,288.02,NULL,60,"Uptrend for short term",Hold,Hold
2023-06-16,335,338.100006,324.450012,325.90,58306,323.61,303.83,288.79,NULL,61,"Uptrend for short term",Hold,Hold
2023-06-19,328.149994,332.799988,324,327.65,55952,325.36,306.04,289.62,NULL,62,"Uptrend for short term",Hold,Hold
2023-06-20,320.700012,335,320.700012,333.75,66369,328.21,308.05,290.57,NULL,63,"Uptrend for short term",Hold,Hold
2023-06-21,334.049988,344.649994,329.299988,332.90,104847,330.35,310.20,291.59,NULL,64,"Uptrend for short term",Hold,Hold
2023-06-22,332.899994,336.75,325.549988,327.70,32813,330.26,312.25,292.65,NULL,65,"Uptrend for short term",Hold,Hold
2023-06-23,321.149994,328.700012,317,324.55,82668,329.27,314.06,293.89,NULL,66,"Uptrend for short term",Hold,Hold
2023-06-26,322.149994,330,322.149994,328.05,17520,328.64,314.75,295.19,NULL,67,"Uptrend for short term",Hold,Hold
2023-06-27,328.049988,334.399994,328.049988,330.10,36874,329.24,317.12,296.61,NULL,68,"Uptrend for short term",Hold,Hold
2023-06-28,326.049988,338.899994,325.399994,334.80,42114,330.26,319.03,298.16,NULL,69,"Uptrend for short term",Hold,Hold
2023-06-30,332.5,334.799988,326.200012,330.40,56206,329.79,320.94,299.63,NULL,70,"Uptrend for short term",Hold,Hold
2023-07-03,NULL,NULL,NULL,NULL,NULL,329.27,322.57,300.36,NULL,71,NA,Hold,Hold
2023-07-04,NULL,NULL,NULL,NULL,NULL,329.58,324.68,301.06,NULL,72,NA,Hold,Hold
2023-07-05,NULL,NULL,NULL,NULL,NULL,330.84,326.10,301.74,NULL,73,NA,Hold,Hold
2023-07-06,NULL,NULL,NULL,NULL,NULL,331.77,327.20,302.46,NULL,74,NA,Hold,Hold
2023-07-07,365.350006,370,361.549988,363.10,36399,342.77,330.18,304.52,NULL,75,"Uptrend for short term",Hold,Hold
2023-07-10,363.350006,366.700012,351.5,355.20,14204,349.57,332.77,306.19,NULL,76,"Uptrend for short term",Hold,Hold
2023-07-11,NULL,NULL,NULL,NULL,NULL,359.15,333.76,306.76,NULL,77,NA,Hold,Hold
2023-07-12,NULL,NULL,NULL,NULL,NULL,359.15,334.15,307.27,NULL,78,NA,Hold,Hold
2023-07-13,NULL,NULL,NULL,NULL,NULL,359.15,334.35,307.71,NULL,79,NA,Hold,Hold
2023-07-14,362.049988,368,362.049988,364.40,32666,360.90,336.81,309.47,NULL,80,"Uptrend for short term",Hold,Hold
2023-07-17,365.049988,367,355,359.70,37627,360.60,339.41,311.15,NULL,81,"Uptrend for short term",Hold,Hold
2023-07-18,NULL,NULL,NULL,NULL,NULL,359.77,340.39,311.70,NULL,82,NA,Hold,Hold
2023-07-19,354.149994,369,350.200012,366.80,91958,363.63,343.14,313.58,NULL,83,"Uptrend for short term",Hold,Hold
2023-07-20,365.200012,371.5,356.299988,368.30,21083,364.80,346.09,315.47,NULL,84,"Uptrend for short term",Hold,Hold
2023-07-21,368.25,374,365.25,372.05,37833,366.25,349.79,317.38,NULL,85,"Uptrend for short term",Hold,Hold
2023-07-24,364.049988,375.25,358,360.65,48343,365.32,352.80,319.47,NULL,86,"Uptrend for short term",Hold,Hold
2023-07-25,NULL,NULL,NULL,NULL,NULL,365.50,355.05,320.47,NULL,87,NA,Hold,Hold
2023-07-26,370.049988,380,370.049988,377.20,45457,369.00,359.33,322.96,NULL,88,"Uptrend for short term",Hold,Hold
2023-07-27,NULL,NULL,NULL,NULL,NULL,369.00,361.78,324.08,NULL,89,NA,Hold,Hold
2023-07-28,384,400,384,394.45,60344,374.53,368.19,325.89,NULL,90,"Uptrend for short term",Hold,Hold
2023-07-31,NULL,NULL,NULL,NULL,NULL,376.09,368.19,326.96,NULL,91,NA,Hold,Hold
2023-08-01,NULL,NULL,NULL,NULL,NULL,377.43,368.19,328.08,NULL,92,NA,Hold,Hold
2023-08-02,NULL,NULL,NULL,NULL,NULL,385.83,368.19,328.98,NULL,93,NA,Hold,Hold
2023-08-03,390.149994,397.899994,383.5,396.25,29620,389.30,370.74,331.88,NULL,94,"Uptrend for short term",Hold,Hold
2023-08-04,400,401,387.549988,392.85,12660,394.52,373.44,334.77,NULL,95,"Uptrend for short term",Hold,Hold
2023-08-07,393.450012,400.049988,388.299988,392.85,18409,394.10,376.86,337.62,NULL,96,"Uptrend for short term",Hold,Hold
2023-08-08,385,394.75,385,393.60,14776,393.89,378.26,339.13,NULL,97,"Uptrend for short term",Hold,Hold
2023-08-09,394.049988,396,388,391.20,17531,393.35,379.25,342.06,NULL,98,"Uptrend for short term",Hold,Hold
2023-08-10,391.200012,415.100006,391.200012,414.35,45296,396.85,381.76,345.24,310.39,99,"Uptrend for short term",Hold,Hold
2023-08-11,415.200012,421.149994,410,411.45,45173,398.94,385.12,348.46,311.58,100,"Uptrend for long term",Hold,Hold
2023-08-14,410.25,414.200012,398.549988,402.25,49064,399.79,388.16,351.50,312.87,101,"Uptrend for long term",Hold,Hold
2023-08-16,400.100006,417,400.100006,414.45,15550,402.88,389.91,355.01,314.37,102,"Uptrend for long term",Hold,Hold
2023-08-17,417,417.899994,406.899994,408.40,8540,405.10,392.69,357.93,315.75,103,"Uptrend for long term",Hold,Hold
2023-08-18,407.049988,420,403.549988,418.25,46215,408.62,396.02,360.89,317.21,104,"Uptrend for long term",Hold,Hold
2023-08-21,420.049988,422.399994,414.700012,421.35,11510,412.93,399.30,363.75,318.70,105,"Uptrend for long term",Hold,Hold
2023-08-22,423.25,427,413,424.60,9163,414.39,403.57,366.75,320.27,106,"Uptrend for long term",Hold,Hold
2023-08-23,427.049988,432.399994,425.450012,431.25,16162,417.22,405.30,369.81,321.94,107,"Uptrend for long term",Hold,Hold
2023-08-24,426.549988,437.700012,424,426.70,9963,420.71,408.39,372.47,323.66,108,"Uptrend for long term",Hold,Hold
2023-08-25,426.799988,434.399994,420,420.65,9085,421.60,409.11,374.88,325.33,109,"Uptrend for long term",Hold,Hold
2023-08-28,422.049988,427.649994,413.799988,417.25,10883,422.86,410.45,377.17,326.83,110,"Uptrend for long term",Hold,Hold
2023-08-29,416.049988,435,415.049988,432.95,28949,424.96,411.70,380.06,328.52,111,"Uptrend for long term",Hold,Hold
2023-08-30,444.950012,444.950012,432.700012,442.00,33648,427.91,413.30,383.16,330.34,112,"Uptrend for long term",Hold,Hold
2023-08-31,449.850006,460,435.200012,455.35,61594,432.31,415.40,386.44,332.30,113,"Uptrend for long term",Hold,Hold
2023-09-01,457.25,464.299988,454.25,463.60,47788,436.93,418.77,389.97,334.42,114,"Uptrend for long term",Hold,Hold
2023-09-04,464.049988,493.450012,464.049988,476.35,34019,444.02,422.94,393.99,336.76,115,"Uptrend for long term",Hold,Hold
2023-09-05,485.399994,485.399994,472.450012,474.60,54456,451.73,427.03,398.05,339.23,116,"Uptrend for long term",Hold,Hold
2023-09-06,479.950012,485.350006,473,477.30,33168,460.31,431.22,402.08,341.72,117,"Uptrend for long term",Hold,Hold
2023-09-07,476.100006,485.850006,470,480.40,53754,467.09,435.68,406.14,344.29,118,"Uptrend for long term",Hold,Hold
2023-09-08,481.950012,494,478.700012,491.90,23611,474.21,439.55,410.39,347.01,119,"Uptrend for long term",Hold,Hold
2023-09-11,490.049988,541.450012,490.049988,522.15,82156,483.76,445.09,415.57,350.10,120,"Uptrend for long term",Hold,Hold
2023-09-12,525,526.900024,484.399994,509.40,50734,490.30,450.45,418.04,352.97,121,"Uptrend for long term",Hold,Hold
2023-09-13,507.049988,518,483.5,513.20,92087,495.56,455.38,420.48,355.86,122,"Uptrend for long term",Hold,Hold
2023-09-14,516.299988,526,515,518.90,11891,501.89,460.91,422.94,358.77,123,"Uptrend for long term",Hold,Hold
2023-09-15,515,518.400024,485.75,491.85,42965,503.97,464.59,424.62,361.38,124,"Uptrend for long term",Hold,Hold
2023-09-18,490.25,499.100006,481.350006,488.65,83900,505.15,467.95,427.68,363.93,125,"Uptrend for long term",Hold,Hold
2023-09-20,489,489,461,467.90,81572,501.72,470.12,430.43,366.12,126,"Uptrend for long term",Hold,Hold
2023-09-21,460.850006,471.75,458.75,462.80,30380,493.24,471.70,431.20,368.25,127,"Uptrend for long term",Hold,Hold
2023-09-22,463,469.950012,454,456.90,29258,485.74,473.21,431.80,370.27,128,"Uptrend for long term",Hold,Hold
2023-09-25,457,467.850006,440,442.70,73844,475.67,474.31,432.05,372.07,129,"Uptrend for long term",Hold,Hold
2023-09-26,436.25,469,436.25,463.10,40842,467.70,476.60,434.29,374.08,130,"Uptrend for long term",Hold,Hold
2023-09-27,469.899994,477.899994,456.200012,460.75,55334,463.26,477.99,436.59,376.08,131,"Uptrend for long term",Hold,Hold
2023-09-28,461.200012,491.5,454.299988,474.15,85186,461.19,479.60,437.42,378.26,132,"Uptrend for long term",Hold,Hold
2023-09-29,467.5,484.799988,467.450012,475.90,67526,462.33,480.63,439.85,380.43,133,"Uptrend for long term",Hold,Hold
2023-10-03,477.649994,510,475.899994,495.30,126827,466.97,482.21,442.67,382.81,134,"Uptrend for long term",Hold,Hold
2023-10-04,498.950012,509.850006,492.149994,496.95,52060,472.69,483.24,445.45,385.18,135,"Uptrend for long term",Hold,Hold
2023-10-05,500.049988,502.149994,478.100006,479.70,58283,477.98,483.50,448.09,387.56,136,"Uptrend for long term",Hold,Hold
2023-10-06,484.850006,486,470,476.05,22108,479.83,483.43,448.70,389.87,137,"Uptrend for long term",Hold,Hold
2023-10-09,465,467.350006,456.350006,459.80,24315,479.69,482.40,450.49,391.98,138,"Uptrend for long term",Hold,Hold
2023-10-10,457.049988,465.850006,453.850006,464.05,21545,478.25,481.01,450.78,394.14,139,"Uptrend for long term",Hold,Hold
2023-10-11,465.600006,471.700012,461.25,464.45,31165,476.61,478.13,452.27,394.96,140,"Uptrend for long term",Hold,Hold
2023-10-12,473.450012,473.450012,462.299988,465.30,13216,472.33,475.92,452.54,397.05,141,"Uptrend for long term",Hold,Hold
2023-10-13,467,467.899994,461.200012,464.90,4945,467.75,473.50,452.80,399.14,142,"Uptrend for long term",Hold,Hold
2023-10-16,466,479.049988,465.450012,467.15,33890,465.96,470.92,453.08,401.13,143,"Uptrend for long term",Hold,Hold
2023-10-17,473.950012,475.399994,465.049988,468.00,11078,464.81,469.72,454.52,403.18,144,"Uptrend for long term",Hold,Hold
2023-10-18,469.899994,472.25,461,463.65,21914,465.36,468.47,455.93,405.21,145,"Uptrend for long term",Hold,Hold
2023-10-19,461.049988,461.100006,444.850006,448.30,72320,463.11,467.49,457.04,407.05,146,"Uptrend for long term",Hold,Hold
2023-10-20,493.299988,493.299988,457.649994,468.95,75315,463.75,467.80,458.55,407.76,147,"Uptrend for long term",Hold,Hold
2023-10-23,478.5,478.5,446.649994,453.25,49479,462.03,467.62,459.79,409.72,148,"Uptrend for long term",Hold,Hold
2023-10-25,453.049988,462.100006,444.600006,455.45,92088,460.68,468.26,460.61,411.55,149,"Uptrend for long term",Hold,Hold
2023-10-26,456,456,443.25,445.35,75502,457.56,467.37,461.29,413.31,150,"Uptrend for long term",Hold,Hold
2023-10-27,449.899994,460.5,446.399994,449.85,27166,454.97,466.82,462.24,415.14,151,"Uptrend for long term",Hold,Hold
2023-10-30,457.950012,457.950012,443,447.40,10041,452.65,465.49,462.90,417.02,152,"Uptrend for long term",Hold,Hold
2023-10-31,456.350006,456.350006,437.350006,443.50,21906,451.96,463.87,463.60,418.66,153,"Uptrend for long term",Hold,Hold
2023-11-01,443,452.049988,429,447.50,83531,448.90,461.48,464.19,420.26,154,"Uptrend for long term","Short term Sell",Sell
2023-11-02,452,456,439,441.80,27574,447.26,458.72,464.60,421.71,155,"Uptrend for long term",Hold,Hold
2023-11-03,449,451.200012,442.200012,443.60,15119,445.57,456.91,464.98,423.20,156,"Uptrend for long term",Hold,Hold
2023-11-06,448.700012,450.950012,443.850006,447.20,39308,445.84,455.47,465.30,424.69,157,"Uptrend for long term",Hold,Hold
2023-11-07,447.5,457.149994,444.950012,453.00,81190,446.29,455.13,465.82,426.12,158,"Uptrend for long term",Hold,Hold
2023-11-08,459.950012,473,455.350006,468.00,51631,449.23,455.33,466.77,427.69,159,"Uptrend for long term",Hold,Hold
2023-11-09,470.049988,477.5,454.799988,460.00,54537,451.59,455.11,467.63,429.16,160,"Uptrend for long term",Hold,Hold
2023-11-10,469.200012,483.299988,457.399994,474.35,30007,455.42,455.56,468.45,430.86,161,"Uptrend for long term",Hold,Hold
2023-11-13,488,491.049988,481.950012,485.65,47916,461.69,456.60,469.33,432.68,162,"Uptrend for long term","Short term Buy",Hold
2023-11-15,487.850006,490,469.799988,471.10,36149,465.61,456.80,469.64,434.26,163,"Uptrend for long term",Hold,Hold
2023-11-16,480.549988,482.5,461.450012,477.40,53608,469.93,457.27,469.92,435.92,164,"Uptrend for long term",Hold,Hold
2023-11-17,477.950012,510,477,506.10,190571,477.51,459.39,470.51,437.97,165,"Uptrend for long term",Hold,Hold
2023-11-20,510,538.900024,510,529.45,147780,486.29,463.45,471.61,440.32,166,"Uptrend for long term",Hold,Hold
2023-11-21,533.650024,540,522.700012,532.45,60498,496.64,466.62,472.71,442.67,167,"Uptrend for long term",Hold,Hold
2023-11-22,537.5,541.75,501.049988,505.25,58427,501.06,469.22,473.21,444.69,168,"Uptrend for long term",Hold,Hold
2023-11-23,504.899994,525.299988,500.200012,524.10,91549,506.55,472.65,473.85,446.86,169,"Uptrend for long term",Hold,Hold
2023-11-24,524.950012,547.5,515,542.10,167397,516.69,477.49,474.25,449.30,170,"Uptrend for long term",Hold,Buy
2023-11-28,545.900024,546,515,521.90,154057,523.05,481.09,474.50,450.12,171,"Uptrend for long term",Hold,Hold
2023-11-29,524.700012,524.75,505.649994,513.65,34218,524.13,484.41,474.51,450.83,172,"Uptrend for long term",Hold,Hold
2023-11-30,516.450012,518.5,492.049988,501.95,184123,520.20,487.33,474.17,451.40,173,"Uptrend for long term",Hold,Hold
2023-12-01,502.700012,520,495,517.50,105551,518.06,490.83,474.69,452.13,174,"Uptrend for long term",Hold,Hold
2023-12-04,525.950012,527.099976,519.450012,523.45,98216,520.66,494.91,475.38,453.89,175,"Uptrend for long term",Hold,Hold
2023-12-05,527.450012,544,521.400024,541.65,147781,523.17,499.81,476.86,455.94,176,"Uptrend for long term",Hold,Hold
2023-12-06,542.049988,545,529.799988,536.90,110556,522.43,504.30,478.34,456.82,177,"Uptrend for long term",Hold,Hold
2023-12-07,536.900024,540,527.099976,530.80,58508,523.70,508.19,479.82,457.62,178,"Uptrend for long term",Hold,Hold
2023-12-08,532,541.950012,532,540.10,35270,527.48,511.79,481.76,458.49,179,"Uptrend for long term",Hold,Hold
2023-12-11,546.950012,554.950012,540.450012,543.35,49105,533.39,515.96,483.37,460.40,180,"Uptrend for long term",Hold,Hold
2023-12-12,544.599976,552.950012,535,543.10,64692,537.05,519.40,485.02,462.35,181,"Uptrend for long term",Hold,Hold
2023-12-13,545.549988,564.450012,538.299988,558.80,124615,542.10,523.06,486.71,463.36,182,"Uptrend for long term",Hold,Hold
2023-12-14,565,566.049988,545,547.05,51715,542.87,526.85,488.13,465.26,183,"Uptrend for long term",Hold,Hold
2023-12-15,557.400024,569.5,536.799988,543.40,72056,543.80,530.15,489.09,467.10,184,"Uptrend for long term",Hold,Hold
2023-12-18,542.75,564.849976,534.75,561.50,70882,548.19,532.92,490.38,469.10,185,"Uptrend for long term",Hold,Hold
2023-12-19,559.650024,559.650024,541,544.10,74246,548.76,533.65,491.67,471.03,186,"Uptrend for long term",Hold,Hold
2023-12-20,549.200012,557.450012,505,520.30,158664,545.46,533.05,492.56,471.54,187,"Uptrend for long term",Hold,Hold
2023-12-21,516.049988,540.400024,511.100006,538.45,64233,544.80,534.71,494.13,473.22,188,"Uptrend for long term",Hold,Hold
2023-12-22,546.150024,553,539.25,548.70,34092,543.36,535.94,495.82,474.00,189,"Uptrend for long term",Hold,Hold
2023-12-26,550.549988,559.900024,544.200012,556.95,34545,544.77,536.68,497.67,475.68,190,"Uptrend for long term",Hold,Hold
2023-12-27,562.25,564.950012,552.650024,558.50,29443,546.93,538.51,499.54,476.52,191,"Uptrend for long term",Hold,Hold
2023-12-28,559.200012,577.900024,557.549988,572.35,72032,548.48,541.44,501.69,477.49,192,"Uptrend for long term",Hold,Hold
2023-12-29,561.650024,577.200012,561.5,572.50,87542,552.54,544.97,503.79,478.44,193,"Uptrend for long term",Hold,Hold
2024-01-01,572.5,580,565.25,573.40,79637,560.12,547.77,505.90,480.21,194,"Uptrend for long term",Hold,Hold
2024-01-02,576.400024,600,575,594.35,55173,568.11,551.31,508.52,482.23,195,"Uptrend for long term",Hold,Hold
2024-01-03,600,604.950012,595.25,597.05,68512,575.01,554.08,511.49,484.27,196,"Uptrend for long term",Hold,Hold
2024-01-04,599.799988,610.299988,592.950012,601.35,171049,581.36,557.30,514.14,486.34,197,"Uptrend for long term",Hold,Hold
2024-01-05,608.849976,620,600.5,606.45,82945,588.21,561.09,517.20,488.50,198,"Uptrend for long term",Hold,Hold
2024-01-08,614.849976,618,594.049988,607.05,117392,593.16,564.43,520.23,490.42,199,"Uptrend for long term",Hold,Hold
2024-01-09,608.150024,620.400024,607.049988,617.65,93304,599.61,568.15,523.68,492.49,200,"Uptrend for long term",Hold,Hold
2024-01-10,624.849976,624.849976,608.5,616.30,59412,605.74,571.81,527.01,494.63,201,"Uptrend for long term",Hold,Hold
2024-01-11,619.549988,619.549988,603,613.20,65873,608.44,574.53,530.33,496.61,202,"Uptrend for long term",Hold,Hold
2024-01-12,613.25,617.150024,607.900024,609.95,21337,610.28,577.68,533.66,498.63,203,"Uptrend for long term",Hold,Hold
2024-01-15,613.400024,613.400024,586.900024,590.30,68431,608.70,580.02,536.51,500.35,204,"Uptrend for long term",Hold,Hold
2024-01-16,592,606.900024,588.950012,603.30,100644,608.25,582.11,539.74,502.17,205,"Uptrend for long term",Hold,Hold
2024-01-17,598.549988,605.5,581,583.60,65406,604.90,584.08,542.54,503.76,206,"Uptrend for long term",Hold,Hold
2024-01-18,NULL,NULL,NULL,NULL,NULL,602.77,587.44,544.49,504.49,207,Hold,Hold,Hold
2024-01-19,573.25,606.299988,557.049988,582.45,271458,597.13,589.76,547.13,506.07,208,"Uptrend for long term",Hold,Hold
2024-01-23,571.700012,575.900024,515,529.05,447136,583.11,588.72,548.37,507.16,209,"Uptrend for long term",Hold,Hold
2024-01-24,520.799988,552.799988,513.599976,548.05,137510,572.79,588.26,550.17,508.48,210,"Uptrend for long term",Hold,Hold
2024-01-25,548.349976,558.900024,531.200012,537.70,1836197,564.02,587.16,551.46,509.54,211,"Uptrend for long term",Hold,Hold
2024-01-29,539.849976,565.5,536.599976,553.20,66264,555.67,586.15,552.84,510.66,212,"Uptrend for long term",Hold,Hold
2024-01-30,559.950012,584,556.650024,572.60,687492,553.84,586.16,554.91,511.85,213,"Uptrend for long term",Hold,Hold
2024-01-31,572.75,585.5,567.400024,576.45,115147,557.07,586.32,556.94,512.99,214,"Uptrend for long term",Hold,Hold
2024-02-01,569.849976,572.900024,553.200012,565.00,71045,554.58,584.77,558.14,513.88,215,"Uptrend for long term",Hold,Hold
2024-02-02,571.099976,609.900024,567.950012,596.50,290830,564.21,584.74,559.51,515.11,216,"Uptrend for long term",Hold,Hold
2024-02-05,607.799988,626.349976,594,607.10,177857,572.65,585.05,561.03,516.42,217,"Uptrend for long term",Hold,Hold
2024-02-06,607.349976,638,602.75,616.10,172443,583.85,585.56,563.29,517.80,218,"Uptrend for long term",Hold,Hold
2024-02-07,621.049988,639,612.450012,631.65,242976,595.06,586.85,565.49,519.21,219,"Uptrend for long term","Short term Buy",Hold
2024-02-08,634.950012,634.950012,614.25,628.00,113735,602.97,587.39,567.24,520.28,220,"Uptrend for long term",Hold,Hold
2024-02-09,627,634.450012,596.400024,607.40,122700,607.39,586.93,568.98,521.27,221,"Uptrend for long term",Hold,Hold
2024-02-12,619.150024,619.549988,581.450012,590.05,140134,610.97,585.71,570.54,522.04,222,"Uptrend for long term",Hold,Hold
2024-02-13,574.200012,595.349976,526.549988,572.75,953136,607.58,583.75,571.99,522.59,223,"Uptrend for long term",Hold,Hold
2024-02-14,562.75,584.799988,560.150024,568.55,105669,602.07,582.61,573.03,523.36,224,"Uptrend for long term",Hold,Hold
2024-02-15,576.400024,606.400024,573.799988,599.05,90846,599.64,582.38,574.57,524.48,225,"Uptrend for long term",Hold,Hold
2024-02-16,604.099976,643.049988,602.099976,631.45,169537,599.61,584.90,576.41,526.13,226,"Uptrend for long term",Hold,Hold
2024-02-19,631.450012,639.299988,624,635.30,130853,600.65,587.42,578.41,527.87,227,"Uptrend for long term",Hold,Hold
2024-02-20,626.049988,651.849976,626.049988,642.85,54239,605.71,590.44,580.70,529.75,228,"Uptrend for long term",Hold,Hold
2024-02-21,648,648,631.150024,638.10,86247,612.58,595.89,582.70,531.72,229,"Uptrend for long term",Hold,Hold
